c-return Loader:81 Kernel set_trace_func
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO read
c-return DataManager:39 IO read
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 Proc call
c-return DataManager:39 Proc call
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO read
c-return DataManager:39 IO read
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 Proc call
c-return DataManager:39 Proc call
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO read
c-return DataManager:39 IO read
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO read
c-return DataManager:39 IO read
  c-call DataManager:39 Proc call
c-return DataManager:39 Proc call
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 Proc call
c-return DataManager:39 Proc call
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO read
c-return DataManager:39 IO read
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 Proc call
c-return DataManager:39 Proc call
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO read
c-return DataManager:39 IO read
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 Proc call
c-return DataManager:39 Proc call
  c-call DataManager:39 Proc call
c-return DataManager:39 Proc call
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO read
c-return DataManager:39 IO read
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 Proc call
c-return DataManager:39 Proc call
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO read
c-return DataManager:39 IO read
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 Proc call
c-return DataManager:39 Proc call
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO read
c-return DataManager:39 IO read
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 Proc call
c-return DataManager:39 Proc call
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO read
c-return DataManager:39 IO read
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 Proc call
c-return DataManager:39 Proc call
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO read
c-return DataManager:39 IO read
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 Proc call
c-return DataManager:39 Proc call
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO read
c-return DataManager:39 IO read
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 Proc call
c-return DataManager:39 Proc call
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO read
c-return DataManager:39 IO read
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 Proc call
c-return DataManager:39 Proc call
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO read
c-return DataManager:39 IO read
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 IO getbyte
c-return DataManager:39 IO getbyte
  c-call DataManager:39 Proc call
c-return DataManager:39 Proc call
  c-call DataManager:39 Proc call
c-return DataManager:39 Proc call
  c-call DataManager:39 Proc call
c-return DataManager:39 Proc call
c-return DataManager:39 Marshal load
c-return DataManager:39 Kernel load_data
    line DataManager:40 DataManager load_normal_database
  c-call DataManager:40 Kernel load_data
  c-call DataManager:40 Kernel proc
c-return DataManager:40 Kernel proc
  c-call DataManager:40 Marshal load
  c-call DataManager:40 IO binmode
c-return DataManager:40 IO binmode
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO read
c-return DataManager:40 IO read
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 Proc call
c-return DataManager:40 Proc call
  c-call DataManager:40 IO getbyte
c-return DataManager:40 IO getbyte
  c-call DataManager:40 IO getbyte
