<2012-07-07 15:41:44 +0800> c-return DataManager:119 Dir glob
<2012-07-07 15:41:44 +0800> c-return Window_Command_2:152 Array push
<2012-07-07 15:41:44 +0800>     line Window_Command_2:153 Window_Command draw_item
<2012-07-07 15:41:44 +0800>     call Window_Base:157 Window_Base normal_color
<2012-07-07 15:41:44 +0800>     line Window_Base:157 Window_Base normal_color
<2012-07-07 15:41:44 +0800>     call Window_Base:151 Window_Base text_color
<2012-07-07 15:41:44 +0800>     line Window_Base:152 Window_Base text_color
<2012-07-07 15:41:44 +0800>   c-call Window_Base:152 Window windowskin
<2012-07-07 15:41:44 +0800> c-return Window_Base:152 Window windowskin
<2012-07-07 15:41:44 +0800>     line Window_Base:152 Window_Base text_color
<2012-07-07 15:41:44 +0800>     line Window_Base:152 Window_Base text_color
<2012-07-07 15:41:44 +0800>   c-call Window_Base:152 Bitmap get_pixel
<2012-07-07 15:41:44 +0800> c-return Window_Base:152 Bitmap get_pixel
<2012-07-07 15:41:44 +0800>   return Window_Base:153 Window_Base text_color
<2012-07-07 15:41:44 +0800>   return Window_Base:157 Window_Base normal_color
<2012-07-07 15:41:44 +0800>     call Window_Command_2:75 Window_Command command_enabled?
<2012-07-07 15:41:44 +0800>     line Window_Command_2:76 Window_Command command_enabled?
<2012-07-07 15:41:44 +0800>   return Window_Command_2:77 Window_Command command_enabled?
<2012-07-07 15:41:44 +0800>     call Window_Base:188 Window_Base change_color
<2012-07-07 15:41:44 +0800>     line Window_Base:189 Window_Base change_color
<2012-07-07 15:41:44 +0800>   c-call Window_Base:189 Window contents
<2012-07-07 15:41:44 +0800> c-return Window_Base:189 Window contents
<2012-07-07 15:41:44 +0800>   c-call Window_Base:189 Bitmap font
<2012-07-07 15:41:44 +0800> c-return Window_Base:189 Bitmap font
<2012-07-07 15:41:44 +0800>   c-call Window_Base:189 Font color
<2012-07-07 15:41:44 +0800> c-return Window_Base:189 Font color
<2012-07-07 15:41:44 +0800>   c-call Window_Base:189 Color set
<2012-07-07 15:41:44 +0800>   c-call Window_Base:189 Font color=
<2012-07-07 15:41:44 +0800> c-return Window_Base:189 Font color=
<2012-07-07 15:41:44 +0800> c-return Window_Base:189 Color set
<2012-07-07 15:41:44 +0800>     line Window_Base:190 Window_Base change_color
<2012-07-07 15:41:44 +0800>   return Window_Base:191 Window_Base change_color
<2012-07-07 15:41:44 +0800>     line Window_Command_2:154 Window_Command draw_item
<2012-07-07 15:41:44 +0800>     call Window_Selectable:183 Window_Selectable item_rect_for_text
<2012-07-07 15:41:44 +0800>     line Window_Selectable:184 Window_Selectable item_rect_for_text
<2012-07-07 15:41:44 +0800>     call Window_Selectable:172 Window_Selectable item_rect
<2012-07-07 15:41:44 +0800>     line Window_Selectable:173 Window_Selectable item_rect
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:173 Class new
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:173 Rect initialize
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:173 Rect initialize
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:173 Class new
<2012-07-07 15:41:44 +0800>     line Window_Selectable:174 Window_Selectable item_rect
<2012-07-07 15:41:44 +0800>     call Window_Selectable:49 Window_Selectable item_width
<2012-07-07 15:41:44 +0800>     line Window_Selectable:50 Window_Selectable item_width
<2012-07-07 15:41:44 +0800>     line Window_Selectable:50 Window_Selectable item_width
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:50 Window width
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:50 Window width
<2012-07-07 15:41:44 +0800>     call Window_Base:36 Window_Base standard_padding
<2012-07-07 15:41:44 +0800>     line Window_Base:37 Window_Base standard_padding
<2012-07-07 15:41:44 +0800>   return Window_Base:38 Window_Base standard_padding
<2012-07-07 15:41:44 +0800>     call Window_Selectable:37 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>     line Window_Selectable:38 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>   return Window_Selectable:39 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>     call Window_Selectable:31 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>     line Window_Selectable:32 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>   return Window_Selectable:33 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>     call Window_Selectable:37 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>     line Window_Selectable:38 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>   return Window_Selectable:39 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>   return Window_Selectable:51 Window_Selectable item_width
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:174 Rect width=
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:174 Rect width=
<2012-07-07 15:41:44 +0800>     line Window_Selectable:175 Window_Selectable item_rect
<2012-07-07 15:41:44 +0800>     call Window_Selectable:55 Window_Selectable item_height
<2012-07-07 15:41:44 +0800>     line Window_Selectable:56 Window_Selectable item_height
<2012-07-07 15:41:44 +0800>     call Window_Base:30 Window_Base line_height
<2012-07-07 15:41:44 +0800>     line Window_Base:31 Window_Base line_height
<2012-07-07 15:41:44 +0800>   return Window_Base:32 Window_Base line_height
<2012-07-07 15:41:44 +0800>   return Window_Selectable:57 Window_Selectable item_height
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:175 Rect height=
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:175 Rect height=
<2012-07-07 15:41:44 +0800>     line Window_Selectable:176 Window_Selectable item_rect
<2012-07-07 15:41:44 +0800>     call Window_Selectable:31 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>     line Window_Selectable:32 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>   return Window_Selectable:33 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>     line Window_Selectable:176 Window_Selectable item_rect
<2012-07-07 15:41:44 +0800>     call Window_Selectable:49 Window_Selectable item_width
<2012-07-07 15:41:44 +0800>     line Window_Selectable:50 Window_Selectable item_width
<2012-07-07 15:41:44 +0800>     line Window_Selectable:50 Window_Selectable item_width
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:50 Window width
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:50 Window width
<2012-07-07 15:41:44 +0800>     call Window_Base:36 Window_Base standard_padding
<2012-07-07 15:41:44 +0800>     line Window_Base:37 Window_Base standard_padding
<2012-07-07 15:41:44 +0800>   return Window_Base:38 Window_Base standard_padding
<2012-07-07 15:41:44 +0800>     call Window_Selectable:37 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>     line Window_Selectable:38 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>   return Window_Selectable:39 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>     call Window_Selectable:31 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>     line Window_Selectable:32 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>   return Window_Selectable:33 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>     call Window_Selectable:37 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>     line Window_Selectable:38 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>   return Window_Selectable:39 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>   return Window_Selectable:51 Window_Selectable item_width
<2012-07-07 15:41:44 +0800>     call Window_Selectable:37 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>     line Window_Selectable:38 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>   return Window_Selectable:39 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:176 Rect x=
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:176 Rect x=
<2012-07-07 15:41:44 +0800>     line Window_Selectable:177 Window_Selectable item_rect
<2012-07-07 15:41:44 +0800>     call Window_Selectable:31 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>     line Window_Selectable:32 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>   return Window_Selectable:33 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>     call Window_Selectable:55 Window_Selectable item_height
<2012-07-07 15:41:44 +0800>     line Window_Selectable:56 Window_Selectable item_height
<2012-07-07 15:41:44 +0800>     call Window_Base:30 Window_Base line_height
<2012-07-07 15:41:44 +0800>     line Window_Base:31 Window_Base line_height
<2012-07-07 15:41:44 +0800>   return Window_Base:32 Window_Base line_height
<2012-07-07 15:41:44 +0800>   return Window_Selectable:57 Window_Selectable item_height
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:177 Rect y=
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:177 Rect y=
<2012-07-07 15:41:44 +0800>     line Window_Selectable:178 Window_Selectable item_rect
<2012-07-07 15:41:44 +0800>   return Window_Selectable:179 Window_Selectable item_rect
<2012-07-07 15:41:44 +0800>     line Window_Selectable:185 Window_Selectable item_rect_for_text
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:185 Rect x
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:185 Rect x
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:185 Rect x=
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:185 Rect x=
<2012-07-07 15:41:44 +0800>     line Window_Selectable:186 Window_Selectable item_rect_for_text
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:186 Rect width
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:186 Rect width
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:186 Rect width=
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:186 Rect width=
<2012-07-07 15:41:44 +0800>     line Window_Selectable:187 Window_Selectable item_rect_for_text
<2012-07-07 15:41:44 +0800>   return Window_Selectable:188 Window_Selectable item_rect_for_text
<2012-07-07 15:41:44 +0800>     call Window_Command_2:69 Window_Command command_name
<2012-07-07 15:41:44 +0800>     line Window_Command_2:70 Window_Command command_name
<2012-07-07 15:41:44 +0800>   return Window_Command_2:71 Window_Command command_name
<2012-07-07 15:41:44 +0800>     call Window_Command_2:117 Window_Command alignment
<2012-07-07 15:41:44 +0800>     line Window_Command_2:118 Window_Command alignment
<2012-07-07 15:41:44 +0800>   return Window_Command_2:119 Window_Command alignment
<2012-07-07 15:41:44 +0800>     call Window_Base:196 Window_Base draw_text
<2012-07-07 15:41:44 +0800>     line Window_Base:197 Window_Base draw_text
<2012-07-07 15:41:44 +0800>   c-call Window_Base:197 Window contents
<2012-07-07 15:41:44 +0800> c-return Window_Base:197 Window contents
<2012-07-07 15:41:44 +0800>   c-call Window_Base:197 Bitmap draw_text
<2012-07-07 15:41:44 +0800> c-return Window_Base:197 Bitmap draw_text
<2012-07-07 15:41:44 +0800>   return Window_Base:198 Window_Base draw_text
<2012-07-07 15:41:44 +0800>   return Window_Command_2:155 Window_Command draw_item
<2012-07-07 15:41:44 +0800>     line Window_Selectable:410 Window_Selectable draw_all_items
<2012-07-07 15:41:44 +0800>     call Window_Command_2:150 Window_Command draw_item
<2012-07-07 15:41:44 +0800>     line Window_Command_2:151 Window_Command draw_item
<2012-07-07 15:41:44 +0800>     call Window_Selectable:172 Window_Selectable item_rect
<2012-07-07 15:41:44 +0800>     line Window_Selectable:173 Window_Selectable item_rect
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:173 Class new
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:173 Rect initialize
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:173 Rect initialize
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:173 Class new
<2012-07-07 15:41:44 +0800>     line Window_Selectable:174 Window_Selectable item_rect
<2012-07-07 15:41:44 +0800>     call Window_Selectable:49 Window_Selectable item_width
<2012-07-07 15:41:44 +0800>     line Window_Selectable:50 Window_Selectable item_width
<2012-07-07 15:41:44 +0800>     line Window_Selectable:50 Window_Selectable item_width
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:50 Window width
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:50 Window width
<2012-07-07 15:41:44 +0800>     call Window_Base:36 Window_Base standard_padding
<2012-07-07 15:41:44 +0800>     line Window_Base:37 Window_Base standard_padding
<2012-07-07 15:41:44 +0800>   return Window_Base:38 Window_Base standard_padding
<2012-07-07 15:41:44 +0800>     call Window_Selectable:37 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>     line Window_Selectable:38 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>   return Window_Selectable:39 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>     call Window_Selectable:31 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>     line Window_Selectable:32 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>   return Window_Selectable:33 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>     call Window_Selectable:37 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>     line Window_Selectable:38 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>   return Window_Selectable:39 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>   return Window_Selectable:51 Window_Selectable item_width
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:174 Rect width=
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:174 Rect width=
<2012-07-07 15:41:44 +0800>     line Window_Selectable:175 Window_Selectable item_rect
<2012-07-07 15:41:44 +0800>     call Window_Selectable:55 Window_Selectable item_height
<2012-07-07 15:41:44 +0800>     line Window_Selectable:56 Window_Selectable item_height
<2012-07-07 15:41:44 +0800>     call Window_Base:30 Window_Base line_height
<2012-07-07 15:41:44 +0800>     line Window_Base:31 Window_Base line_height
<2012-07-07 15:41:44 +0800>   return Window_Base:32 Window_Base line_height
<2012-07-07 15:41:44 +0800>   return Window_Selectable:57 Window_Selectable item_height
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:175 Rect height=
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:175 Rect height=
<2012-07-07 15:41:44 +0800>     line Window_Selectable:176 Window_Selectable item_rect
<2012-07-07 15:41:44 +0800>     call Window_Selectable:31 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>     line Window_Selectable:32 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>   return Window_Selectable:33 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>     line Window_Selectable:176 Window_Selectable item_rect
<2012-07-07 15:41:44 +0800>     call Window_Selectable:49 Window_Selectable item_width
<2012-07-07 15:41:44 +0800>     line Window_Selectable:50 Window_Selectable item_width
<2012-07-07 15:41:44 +0800>     line Window_Selectable:50 Window_Selectable item_width
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:50 Window width
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:50 Window width
<2012-07-07 15:41:44 +0800>     call Window_Base:36 Window_Base standard_padding
<2012-07-07 15:41:44 +0800>     line Window_Base:37 Window_Base standard_padding
<2012-07-07 15:41:44 +0800>   return Window_Base:38 Window_Base standard_padding
<2012-07-07 15:41:44 +0800>     call Window_Selectable:37 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>     line Window_Selectable:38 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>   return Window_Selectable:39 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>     call Window_Selectable:31 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>     line Window_Selectable:32 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>   return Window_Selectable:33 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>     call Window_Selectable:37 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>     line Window_Selectable:38 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>   return Window_Selectable:39 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>   return Window_Selectable:51 Window_Selectable item_width
<2012-07-07 15:41:44 +0800>     call Window_Selectable:37 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>     line Window_Selectable:38 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>   return Window_Selectable:39 Window_Selectable spacing
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:176 Rect x=
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:176 Rect x=
<2012-07-07 15:41:44 +0800>     line Window_Selectable:177 Window_Selectable item_rect
<2012-07-07 15:41:44 +0800>     call Window_Selectable:31 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>     line Window_Selectable:32 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>   return Window_Selectable:33 Window_Selectable col_max
<2012-07-07 15:41:44 +0800>     call Window_Selectable:55 Window_Selectable item_height
<2012-07-07 15:41:44 +0800>     line Window_Selectable:56 Window_Selectable item_height
<2012-07-07 15:41:44 +0800>     call Window_Base:30 Window_Base line_height
<2012-07-07 15:41:44 +0800>     line Window_Base:31 Window_Base line_height
<2012-07-07 15:41:44 +0800>   return Window_Base:32 Window_Base line_height
<2012-07-07 15:41:44 +0800>   return Window_Selectable:57 Window_Selectable item_height
<2012-07-07 15:41:44 +0800>   c-call Window_Selectable:177 Rect y=
<2012-07-07 15:41:44 +0800> c-return Window_Selectable:177 Rect y=
<2012-07-07 15:41:44 +0800>     line Window_Selectable:178 Window_Selectable item_rect
<2012-07-07 15:41:44 +0800>   return Window_Selectable:179 Window_Selectable item_rect
<2012-07-07 15:41:44 +0800>     line Window_Command_2:152 Window_Command draw_item
<2012-07-07 15:41:44 +0800>   c-call Window_Command_2:152 Class new
