<2012-07-07 13:31:24 +0800> c-return Loader:81 Kernel set_trace_func
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:38 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO read
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO read
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:38 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO read
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO read
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:38 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO read
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO read
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:38 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:38 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO read
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO read
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO read
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO read
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO read
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO read
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 Table _load
<2012-07-07 13:31:24 +0800> c-return DataManager:38 Table _load
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:38 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO read
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO read
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:38 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:38 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:38 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:38 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:38 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO read
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO read
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:38 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO read
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO read
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:38 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:38 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:38 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:38 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:38 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:38 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:38 Marshal load
<2012-07-07 13:31:24 +0800> c-return DataManager:38 Kernel load_data
<2012-07-07 13:31:24 +0800>     line DataManager:39 DataManager load_normal_database
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 Kernel load_data
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 Kernel proc
<2012-07-07 13:31:24 +0800> c-return DataManager:39 Kernel proc
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 Marshal load
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO binmode
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO binmode
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:39 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO read
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO read
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO read
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO read
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:39 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO read
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO read
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:39 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO read
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO read
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:39 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:39 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO read
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO read
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO read
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO read
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:39 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:39 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO read
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO read
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:39 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO read
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO read
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:39 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO read
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO read
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:39 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 Proc call
<2012-07-07 13:31:24 +0800> c-return DataManager:39 Proc call
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO read
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO read
<2012-07-07 13:31:24 +0800>   c-call DataManager:39 IO getbyte
<2012-07-07 13:31:24 +0800> c-return DataManager:39 IO getbyte
